Chemical,CVAero,cvAeroPValue,ODAero,odAeroPValue,CVAnaero,cvAnaeroPValue,ODAnaero,odAnaeroPValue,log2fcCvAnaero,log2fcCvAnaeroPValue
D_Sorbitol,0.0691,0.544741070632028,0.0606333333333334,0.518598613493193,0.151016682333333,0.0976085121495506,-0.0323499963333333,0.462091478008351,0.0657169100777518,0.690480683792062
D_L_Carnitine,-0.239566666666671,0.0362324470174571,0.223666666666665,0.0176393234491796,-0.18098333466667,0.0472851932598947,0.0555166703333324,0.207240308238926,0.0731994556722695,0.657377499855079
Tween40,0.0981666666666655,0.389668414499004,0.340966666666666,0.000317742765075203,0.159216652333333,0.0807828361109554,0.282150015,4.00314200627993e-10,0.0803219406247264,0.626479681686209
SuccinamicAcid,0.305099999999998,0.00775596733136333,0.112399999999999,0.23176262834426,0.366516679666665,6.7163639635092e-05,0.102016667666666,0.0207838345644734,0.0838675270033644,0.611335806745632
L_Threonine,-0.0352000000000009,0.757640032723879,0.138066666666667,0.142048068545128,0.0354499916666663,0.696890915249768,-0.0130166636666668,0.767235474615708,0.0856228068285062,0.603899308427307
L_Asparagine,-0.227966666666666,0.0462136852248945,0.367366666666667,0.00010707629086046,-0.164183328666666,0.0717964107202705,0.249483342,2.70014465513152e-08,0.0897320001798947,0.58665148027731
Arbutin,0.00343333333333579,0.975987131034469,0.113733333333335,0.226282991064148,0.0687499940000023,0.450121669062769,0.0444500073333339,0.312418722312473,0.0914844639907394,0.579365959617587
Tween80,0.348733333333333,0.00237342650691471,0.390099999999999,3.97964954270595e-05,0.418283353333332,5.7551721087079e-06,0.234616671999999,1.60209947324559e-07,0.0979812896042131,0.552734776285127
L_LacticAcid,0.0636000000000006,0.577204839192937,0.310733333333334,0.00101696368727434,0.111116677666667,0.222511158707231,0.202616666666667,5.46970422272266e-06,0.0996646927246499,0.545933771468264
Dulcitol,0.0470000000000012,0.68033485559763,0.0914000000000001,0.330694257575039,0.131083319666667,0.150282417756022,-0.0369499969999999,0.400970912172261,0.101207741041989,0.539736538778043
ButyricAcid,0.255566666666666,0.0255286985990644,-0.0206333333333336,0.826091826274677,0.338049978333332,0.000231291260105684,0.0370833303333331,0.399275191034576,0.104849892104756,0.525250166350525
N_Acetyl_NeuraminicAcid,0.212666666666665,0.0628475880084073,0.0939999999999999,0.31714056432937,0.301983346666666,0.00098388559219986,0.539216662666666,1.93916329805295e-29,0.112642000105631,0.494941164413857
Glycine,0.158799999999999,0.164389431532696,0.136233333333333,0.14740336789583,0.239849994666666,0.00869243955585013,0.0880500029999998,0.0458098466537909,0.115122669267824,0.485492379431979
2_3_Butanediol,-0.0127333333333323,0.91111443683976,-0.0196999999999995,0.833840532948085,0.0851499933333341,0.349695732724439,0.0489166700000002,0.266347754989111,0.132923188776525,0.420645377797171
BromoSuccinicAcid,0.1262,0.268932711384621,0.257466666666666,0.00636241187778016,0.240583350333333,0.00849162703881982,0.127550001,0.00391519508285931,0.148085581690051,0.369656811104552
CitramalicAcid,0.0154999999999987,0.891910012605572,0.270266666666666,0.00419994563978955,0.132883320666666,0.144776037821178,0.202350000333333,5.62302417748207e-06,0.151392451916904,0.359069858394381
L_AsparticAcid,-0.1414,0.21555807090516,0.481466666666666,4.59227760231982e-07,-0.0313166476666668,0.730762423470023,0.155350004666666,0.000457259103078867,0.153753010140467,0.351630547197555
L_Methionine,0.170899999999999,0.134624845208041,0.0546333333333327,0.560795532283027,0.305350015666665,0.000864389471723511,0.0464500036666663,0.291175278802727,0.160052753956215,0.332259854181459
D_Mannose,-0.0590000000000019,0.605039964021682,0.0874333333333323,0.352086340434337,0.0453500049999989,0.618293851363249,-0.0384166636666671,0.382557331840265,0.161223647483484,0.328737139779965
Stachyose,0.128399999999999,0.260688817492421,-0.00640000000000042,0.945663726204108,0.273383329666666,0.00281914902960247,0.0544166689999997,0.216365184252305,0.161430302298546,0.328117932416578
Tween20,-0.0976333333333359,0.392246850560428,0.240666666666665,0.0107104229127024,0.0188166796666649,0.836189202452594,0.226216668666666,4.2143908144567e-07,0.164049857148325,0.320334628244022
b_Methyl_D_Galactoside,0.240733333333333,0.0353392199722854,0.0820333333333333,0.382588481659322,0.379616668,3.69879078367529e-05,0.234583338,1.60835034332642e-07,0.165869876415162,0.314998717410898
Salicin,0.242033333333333,0.0343661966715452,0.0733333333333332,0.435029273445046,0.387749999999999,2.53193406306192e-05,0.0471166696666664,0.284316015097322,0.171914947882546,0.297698150260169
SebacicAcid,0.0200000000000008,0.860814333917166,0.165233333333334,0.0790820316631592,0.148050000333334,0.104348162214732,0.0813833326666668,0.0648016621292989,0.178853604846507,0.278638852722242
N_Acetyl_D_Glucosamine,-0.298133333333335,0.00926130035066224,0.316133333333333,0.000831536810751168,-0.179049988333334,0.0496866335948006,0.017550001333333,0.689848726488757,0.184193384579211,0.264549990181109
Laminarin,-0.414100000000002,0.000318341723479628,0.0741666666666657,0.429832710012946,-0.279916673666668,0.00223320294865305,0.0731500039999995,0.0968116143275221,0.237309164557247,0.150703044776588
Two_DeoxyAdenosine,0.197566666666666,0.0838601914514588,0.0994333333333334,0.290013885830887,0.416250000666666,6.37007706722416e-06,-0.0253166656666668,0.564886853177296,0.248637885115802,0.132181106576327
MalonicAcid,0.184366666666667,0.106610285578995,0.241566666666667,0.0104230192509539,0.441783358333334,1.72920500206824e-06,0.105150004,0.0172010487773022,0.278732849350574,0.0915131580671422
SuccinicAcid,-0.195100000000002,0.0877824224183724,0.363299999999999,0.000127157750772289,-0.0106833280000019,0.906544809626986,0.167383337999999,0.000162399833087834,0.283685173895474,0.0859071877555119
b_HydroxybutyricAcid,0.328533333333332,0.004171188879903,0.283766666666666,0.00266358998839847,0.626483330999999,2.3030659918603e-11,0.213283345,1.76668789874463e-06,0.285361030184496,0.084074327246799
Mannan,-0.2394,0.0363616148094885,0.0565666666666666,0.547018250695422,-0.0567833480000005,0.532737129648956,0.0689500026666666,0.117469628144151,0.292738012333763,0.076379801479922
D_L_Octopamine,-0.199866666666668,0.0803324621191078,0.504466666666667,1.32634526069832e-07,0.0236833196666657,0.794675519551805,0.0523499996666665,0.234286983908195,0.334805568536609,0.0427536027757443
L_Leucine,0.218933333333331,0.0555144288083017,0.198266666666666,0.0352692090514375,0.565049975999998,1.34758857806293e-09,0.0756500016666661,0.0859703734500163,0.349757752491811,0.0343161950509247
L_Isoleucine,0.252533333333333,0.027316293539937,0.2698,0.00426522686566773,0.596616675666667,1.73269332005988e-10,0.144083335666667,0.00113773157095148,0.360867333948666,0.0290097130178806
N_Acetyl_D_Galactosamine,-0.016333333333334,0.886137471587888,0.0124666666666671,0.894386729499102,0.333016664,0.000285357105746616,0.259283339000001,7.96412499171033e-09,0.411407900142866,0.01284680066944
Hydroxy_L_Proline,0.203466666666668,0.0750545729643999,0.273633333333334,0.00375530467994208,0.647350003333334,5.38500673699903e-12,0.138883337333334,0.00170031555183876,0.422321653083529,0.0106580831204747
N_Acetyl_L_GlutamicAcid,0.236566666666666,0.0386184771092243,0.348666666666666,0.000232964406085289,0.731249978333333,1.10990945009936e-14,0.144150008666667,0.00113179757282115,0.453015326742543,0.00617309460469702
L_MalicAcid,-0.108533333333334,0.34162535997403,0.312133333333333,0.000965512448177277,0.267016679333333,0.00352267758123504,0.260150000333333,7.13631259163626e-09,0.460418120090015,0.00538639161178476
L_Valine,-0.211333333333335,0.0645073677728738,0.0239,0.799109730328677,0.152050008333332,0.0953447213882276,0.069316670333333,0.115537931469619,0.506010392577165,0.00223596633872344
L_GlutamicAcid,-0.141266666666668,0.215990295830273,0.387633333333333,4.4413066483141e-05,0.252583315,0.00574694013511485,0.213816677333333,1.66756105037757e-06,0.51706843586281,0.00178808440411342
L_Pyroglutamic acid,-0.1071,0.348031489550756,0.425633333333333,7.68729644039681e-06,0.316783319333333,0.000552007131118996,0.228816663,3.13356767058271e-07,0.525520104342294,0.0015031929381113
CitricAcid,-0.118366666666667,0.29973491312905,0.3362,0.000383950225483388,0.388849964,2.40419986252658e-05,0.286016667666667,2.36856060415034e-10,0.598434278868071,0.000305054065442877
D_Alanine,-0.236200000000002,0.0389190972090996,0.285099999999999,0.00254398583485744,0.193383345999999,0.0341000553723926,0.00405000133333304,0.926618665652219,0.603189049391981,0.000273257278608851
L_Histidine,-0.0309000000000031,0.786476288466272,0.509999999999999,9.76982328823394e-08,0.576050013333331,6.65790486947835e-10,0.237816666666666,1.10013022034852e-07,0.649734396966163,8.94465769410452e-05
L_Arginine,0.438333333333333,0.000140804762666739,0.477133333333333,5.77262628698112e-07,1.484349976,6.84887827133029e-46,0.0965833363333333,0.0285572963243083,0.687257865600696,3.45221999619614e-05
L_Glutamine,-0.122300000000002,0.28398461145401,0.471199999999999,7.87445094512409e-07,0.737916677999998,6.63941695946609e-15,0.253016675666666,1.74608479749484e-08,0.902077831645302,6.151881877519e-08
Putrescine,-0.193733333333334,0.0900187082795424,0.421899999999999,9.18743196895985e-06,0.621350019999999,3.27503629874914e-11,0.0895833373333331,0.0421804178506935,0.917705984061218,3.66408676920756e-08
